Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Profit,Quantity,Region,Returned,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Furniture,United States,Jill Stevenson,0.5,03/03/13,US-2011-127978,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-199.617,5,East,,302.45,Corporate,08/03/13,Standard Class,Ohio,Bookcases
Office Supplies,United States,Jill Stevenson,0.2,03/03/13,US-2011-127978,Avery 495,4.914,3,East,,15.12,Corporate,08/03/13,Standard Class,Ohio,Labels
Office Supplies,United States,Jill Stevenson,0.2,03/03/13,US-2011-127978,Eldon Shelf Savers Cubes and Bins,-10.0512,8,East,,44.672,Corporate,08/03/13,Standard Class,Ohio,Storage
Office Supplies,United States,Anne Pryor,0.2,03/03/13,CA-2011-127964,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",9.1785,5,East,,25.32,Home Office,08/03/13,Standard Class,New York,Binders
Office Supplies,United States,Anne Pryor,0.2,03/03/13,CA-2011-127964,Ibico Laser Imprintable Binding System Covers,40.872,3,East,,125.76,Home Office,08/03/13,Standard Class,New York,Binders
Technology,United States,Anne Pryor,0,03/03/13,CA-2011-127964,PowerGen Dual USB Car Charger,4.5954,1,East,,9.99,Home Office,08/03/13,Standard Class,New York,Phones
Office Supplies,United States,Clay Ludtke,0,04/03/13,CA-2011-116239,Sensible Storage WireTech Storage Systems,17.745,5,South,,354.9,Consumer,04/03/13,Same Day,South Carolina,Storage
Office Supplies,United States,Sanjit Chand,0.2,04/03/13,CA-2011-117016,"BIC Brite Liner Highlighters, Chisel Tip",2.3328,3,South,,15.552,Consumer,09/03/13,Standard Class,Florida,Art
Office Supplies,United States,Aimee Bixby,0,05/03/13,CA-2011-169061,Newell 345,15.4752,3,East,,59.52,Consumer,08/03/13,Second Class,New York,Art
Office Supplies,United States,Aimee Bixby,0.2,05/03/13,CA-2011-169061,GBC Wire Binding Combs,16.7508,6,East,,49.632,Consumer,08/03/13,Second Class,New York,Binders
Office Supplies,United States,Aimee Bixby,0,05/03/13,CA-2011-169061,Xerox 1891,45.9754,2,East,,97.82,Consumer,08/03/13,Second Class,New York,Paper
Office Supplies,United States,Aimee Bixby,0,05/03/13,CA-2011-169061,Acme Forged Steel Scissors with Black Enamel Handles,5.3998,2,East,,18.62,Consumer,08/03/13,Second Class,New York,Supplies
Technology,United States,Aimee Bixby,0,05/03/13,CA-2011-169061,Logitech Wireless Gaming Headset G930,177.5889,3,East,,479.97,Consumer,08/03/13,Second Class,New York,Accessories
Furniture,United States,Aaron Bergman,0.2,07/03/13,CA-2011-156587,"Global Push Button Manager's Chair, Indigo",5.4801,1,West,,48.712,Consumer,08/03/13,First Class,Washington,Chairs
Office Supplies,United States,Aaron Bergman,0,07/03/13,CA-2011-156587,Newell 330,4.6644,3,West,,17.94,Consumer,08/03/13,First Class,Washington,Art
Office Supplies,United States,Aaron Bergman,0,07/03/13,CA-2011-156587,"Carina 42""Hx23 3/4""W Media Storage Unit",4.8588,3,West,,242.94,Consumer,08/03/13,First Class,Washington,Storage
Office Supplies,United States,Nora Pelletier,0.2,07/03/13,US-2011-131982,Catalog Binders with Expanding Posts,33.64,2,West,,107.648,Home Office,11/03/13,Second Class,Washington,Binders
Furniture,United States,Craig Molinari,0.2,07/03/13,CA-2011-104563,"Global Leather and Oak Executive Chair, Black",54.1764,2,West,,481.568,Corporate,12/03/13,Standard Class,Washington,Chairs
Furniture,United States,Craig Molinari,0.2,07/03/13,CA-2011-104563,Office Star - Task Chair with Contemporary Loop Arms,21.8352,6,West,,436.704,Corporate,12/03/13,Standard Class,Washington,Chairs
Office Supplies,United States,Craig Molinari,0,07/03/13,CA-2011-104563,Newell Chalk Holder,9.499,5,West,,20.65,Corporate,12/03/13,Standard Class,Washington,Art
Office Supplies,United States,Craig Molinari,0,07/03/13,CA-2011-104563,"Contico 72""H Heavy-Duty Storage System",0,5,West,,204.9,Corporate,12/03/13,Standard Class,Washington,Storage
Office Supplies,United States,Scott Williamson,0,10/03/13,US-2011-100279,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",10.7424,2,Central,,22.38,Consumer,14/03/13,Standard Class,Michigan,Paper
Office Supplies,United States,Kean Thornton,0.2,10/03/13,US-2011-140116,"BOSTON Ranger #55 Pencil Sharpener, Black",9.3564,4,West,,83.168,Consumer,17/03/13,Standard Class,Colorado,Art
Office Supplies,United States,Kean Thornton,0.2,10/03/13,US-2011-140116,Tennsco 6- and 18-Compartment Lockers,-15.9102,3,West,,636.408,Consumer,17/03/13,Standard Class,Colorado,Storage
Office Supplies,United States,Filia McAdams,0,11/03/13,CA-2011-114790,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",38.1576,3,South,,146.76,Corporate,13/03/13,Second Class,Kentucky,Appliances
Office Supplies,United States,Filia McAdams,0,11/03/13,CA-2011-114790,Xerox 198,7.0218,3,South,,14.94,Corporate,13/03/13,Second Class,Kentucky,Paper
Technology,United States,Filia McAdams,0,11/03/13,CA-2011-114790,Maxell DVD-RAM Discs,14.1728,2,South,,32.96,Corporate,13/03/13,Second Class,Kentucky,Accessories
Technology,United States,Filia McAdams,0,11/03/13,CA-2011-114790,Panasonic KX-TG9471B,164.6316,3,South,,587.97,Corporate,13/03/13,Second Class,Kentucky,Phones
Office Supplies,United States,Kelly Andreada,0,11/03/13,CA-2011-158337,"Southworth 100% Résumé Paper, 24lb.",49.014,14,East,,108.92,Consumer,14/03/13,Second Class,New York,Paper
Office Supplies,United States,Richard Bierner,0,11/03/13,US-2011-103338,Economy #2 Pencils,2.0748,3,West,,7.98,Consumer,15/03/13,Standard Class,California,Art
Furniture,United States,Chloris Kastensmidt,0.2,11/03/13,CA-2011-166884,Eldon Wave Desk Accessories,2.288,5,East,,8.32,Consumer,16/03/13,Second Class,Ohio,Furnishings
Office Supplies,United States,Chloris Kastensmidt,0.2,11/03/13,CA-2011-166884,Stockwell Push Pins,1.7004,6,East,,10.464,Consumer,16/03/13,Second Class,Ohio,Fasteners
Office Supplies,United States,Rick Bensley,0.2,14/03/13,CA-2011-152618,Xerox 1963,2.64,2,Central,,8.448,Home Office,17/03/13,First Class,Illinois,Paper
Technology,United States,Rick Bensley,0.3,14/03/13,CA-2011-152618,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,156.047,2,Central,,574.91,Home Office,17/03/13,First Class,Illinois,Machines
Office Supplies,United States,Dean Katz,0,14/03/13,CA-2011-157623,Avery Hi-Liter Fluorescent Desk Style Markers,1.2506,1,West,,3.38,Corporate,18/03/13,Standard Class,California,Art
Office Supplies,United States,Dean Katz,0,14/03/13,CA-2011-157623,Xerox 1972,4.752,2,West,,10.56,Corporate,18/03/13,Standard Class,California,Paper
Office Supplies,United States,Neil Französisch,0.2,14/03/13,CA-2011-100293,Xerox 1887,31.8696,6,South,,91.056,Home Office,18/03/13,Standard Class,Florida,Paper
Furniture,United States,Christine Kargatis,0,14/03/13,US-2011-125521,Global Commerce Series High-Back Swivel/Tilt Chairs,284.98,4,South,,1139.92,Home Office,19/03/13,Standard Class,Virginia,Chairs
Office Supplies,United States,Jason Fortune-,0.2,14/03/13,CA-2011-114510,GBC Wire Binding Combs,11.1672,4,West,,33.088,Consumer,19/03/13,Standard Class,Utah,Binders
Office Supplies,United States,Jason Fortune-,0.2,14/03/13,CA-2011-114510,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",20.1656,2,West,,62.048,Consumer,19/03/13,Standard Class,Utah,Binders
Office Supplies,United States,Jason Fortune-,0,14/03/13,CA-2011-114510,Carina Double Wide Media Storage Towers in Natural & Black,3.2392,1,West,,80.98,Consumer,19/03/13,Standard Class,Utah,Storage
Office Supplies,United States,Jason Fortune-,0,14/03/13,CA-2011-114510,Staple magnet,5.7672,2,West,,21.36,Consumer,19/03/13,Standard Class,Utah,Storage
Technology,United States,Jason Fortune-,0,14/03/13,CA-2011-114510,Imation 30456 USB Flash Drive 8GB,6.624,12,West,,82.8,Consumer,19/03/13,Standard Class,Utah,Accessories
Furniture,United States,Alan Shonely,0.2,15/03/13,CA-2011-149958,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",5.1408,3,South,,45.696,Consumer,19/03/13,Standard Class,Florida,Furnishings
Office Supplies,United States,Alan Shonely,0.7,15/03/13,CA-2011-149958,GBC VeloBinder Manual Binding System,-31.6712,4,South,,43.188,Consumer,19/03/13,Standard Class,Florida,Binders
Office Supplies,United States,Alan Shonely,0.7,15/03/13,CA-2011-149958,Insertable Tab Post Binder Dividers,-5.5338,3,South,,7.218,Consumer,19/03/13,Standard Class,Florida,Binders
Office Supplies,United States,Alan Shonely,0.2,15/03/13,CA-2011-149958,Xerox 1889,47.8152,3,South,,131.904,Consumer,19/03/13,Standard Class,Florida,Paper
Office Supplies,United States,Alan Shonely,0.2,15/03/13,CA-2011-149958,"Hot File 7-Pocket, Floor Stand",17.847,1,South,,142.776,Consumer,19/03/13,Standard Class,Florida,Storage
Technology,United States,Kristina Nunn,0.2,16/03/13,CA-2011-157609,Polycom VoiceStation 500 Conference phone,29.495,2,South,,471.92,Home Office,21/03/13,Second Class,North Carolina,Phones
Office Supplies,United States,Annie Zypern,0.2,17/03/13,CA-2011-158442,Newell 333,0.3336,2,Central,,4.448,Consumer,17/03/13,Same Day,Texas,Art
Office Supplies,United States,Annie Zypern,0.2,17/03/13,CA-2011-158442,Xerox 1966,1.8792,1,Central,,5.184,Consumer,17/03/13,Same Day,Texas,Paper
Office Supplies,United States,Annie Zypern,0.2,17/03/13,CA-2011-158442,Xerox 1967,5.4432,3,Central,,15.552,Consumer,17/03/13,Same Day,Texas,Paper
Office Supplies,United States,Quincy Jones,0.2,17/03/13,CA-2011-127859,Xerox 1909,41.1528,6,East,,126.624,Corporate,20/03/13,Second Class,Pennsylvania,Paper
Furniture,United States,Christine Phan,0.4,17/03/13,US-2011-148838,Balt Solid Wood Round Tables,-553.6476,4,East,,1071.576,Corporate,21/03/13,Standard Class,New York,Tables
Furniture,United States,Christine Phan,0.4,17/03/13,US-2011-148838,Bretford Rectangular Conference Table Tops,-447.5947,7,East,,1579.746,Corporate,21/03/13,Standard Class,New York,Tables
Furniture,United States,Christine Phan,0.4,17/03/13,US-2011-148838,"Hon 30"" x 60"" Table with Locking Drawer",-122.7816,3,East,,613.908,Corporate,21/03/13,Standard Class,New York,Tables
Office Supplies,United States,Christine Phan,0,17/03/13,US-2011-148838,Xerox 1918,75.9696,4,East,,155.04,Corporate,21/03/13,Standard Class,New York,Paper
Office Supplies,United States,Christine Phan,0,17/03/13,US-2011-148838,Xerox 1926,16.3842,7,East,,34.86,Corporate,21/03/13,Standard Class,New York,Paper
Office Supplies,United States,Mark Haberlin,0,17/03/13,US-2011-164763,Belkin 6 Outlet Metallic Surge Strip,8.4942,3,South,Yes,32.67,Corporate,21/03/13,Standard Class,Mississippi,Appliances
Office Supplies,United States,Mark Haberlin,0,17/03/13,US-2011-164763,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",5.3721,3,South,Yes,11.43,Corporate,21/03/13,Standard Class,Mississippi,Binders
Office Supplies,United States,Mark Haberlin,0,17/03/13,US-2011-164763,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",14.9156,2,South,Yes,30.44,Corporate,21/03/13,Standard Class,Mississippi,Binders
Office Supplies,United States,Mark Haberlin,0,17/03/13,US-2011-164763,EcoTones Memo Sheets,7.68,4,South,Yes,16,Corporate,21/03/13,Standard Class,Mississippi,Paper
Office Supplies,United States,Mark Haberlin,0,17/03/13,US-2011-164763,Xerox 1957,6.3504,2,South,Yes,12.96,Corporate,21/03/13,Standard Class,Mississippi,Paper
Office Supplies,United States,Bradley Nguyen,0,17/03/13,CA-2011-118339,Bionaire Personal Warm Mist Humidifier/Vaporizer,36.5742,2,Central,,93.78,Consumer,24/03/13,Standard Class,Minnesota,Appliances
Office Supplies,United States,Bradley Nguyen,0,17/03/13,CA-2011-118339,Newell 35,5.7072,6,Central,,19.68,Consumer,24/03/13,Standard Class,Minnesota,Art
Office Supplies,United States,Bradley Nguyen,0,17/03/13,CA-2011-118339,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.2224,6,Central,,35.88,Consumer,24/03/13,Standard Class,Minnesota,Binders
Office Supplies,United States,Bradley Nguyen,0,17/03/13,CA-2011-118339,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,25.098,10,Central,,53.4,Consumer,24/03/13,Standard Class,Minnesota,Binders
Office Supplies,United States,Bradley Nguyen,0,17/03/13,CA-2011-118339,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",23.59,7,Central,,47.18,Consumer,24/03/13,Standard Class,Minnesota,Paper
Furniture,United States,Eileen Kiefer,0.15,18/03/13,CA-2011-111871,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",70.49,10,West,Yes,1198.33,Home Office,21/03/13,Second Class,California,Bookcases
Furniture,United States,Sean Miller,0.2,18/03/13,CA-2011-145317,"Dana Fluorescent Magnifying Lamp, White, 36""",15.294,3,South,,122.352,Home Office,23/03/13,Standard Class,Florida,Furnishings
Furniture,United States,Sean Miller,0.2,18/03/13,CA-2011-145317,"Executive Impressions 13"" Clairmont Wall Clock",8.0766,2,South,,30.768,Home Office,23/03/13,Standard Class,Florida,Furnishings
Office Supplies,United States,Sean Miller,0.2,18/03/13,CA-2011-145317,Avery Fluorescent Highlighter Four-Color Set,1.002,3,South,,8.016,Home Office,23/03/13,Standard Class,Florida,Art
Office Supplies,United States,Sean Miller,0.2,18/03/13,CA-2011-145317,Staples,5.9175,3,South,,18.936,Home Office,23/03/13,Standard Class,Florida,Fasteners
Office Supplies,United States,Sean Miller,0.2,18/03/13,CA-2011-145317,Xerox 195,7.4816,4,South,,21.376,Home Office,23/03/13,Standard Class,Florida,Paper
Technology,United States,Sean Miller,0.5,18/03/13,CA-2011-145317,Cisco TelePresence System EX90 Videoconferencing Unit,-1811.0784,6,South,,22638.48,Home Office,23/03/13,Standard Class,Florida,Machines
Technology,United States,Sean Miller,0.5,18/03/13,CA-2011-145317,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,-16.426,4,South,,821.3,Home Office,23/03/13,Standard Class,Florida,Machines
Furniture,United States,Sample Company A,0,18/03/13,US-2011-131275,Eldon Cleatmat Chair Mats for Medium Pile Carpets,14.43,2,West,,111,Home Office,24/03/13,Standard Class,California,Furnishings
Office Supplies,United States,Sample Company A,0,18/03/13,US-2011-131275,Tennsco 6- and 18-Compartment Lockers,334.1142,7,West,,1856.19,Home Office,24/03/13,Standard Class,California,Storage
Technology,United States,Sample Company A,0.2,18/03/13,US-2011-131275,Swingline SM12-08 MicroCut Jam Free Shredder,415.9896,4,West,,1279.968,Home Office,24/03/13,Standard Class,California,Machines
Furniture,United States,Matt Connell,0.2,19/03/13,CA-2011-103989,Document Clip Frames,5.5044,3,South,,20.016,Corporate,21/03/13,First Class,Florida,Furnishings
Furniture,United States,Matt Connell,0.2,19/03/13,CA-2011-103989,Eldon Wave Desk Accessories,1.3728,3,South,,4.992,Corporate,21/03/13,First Class,Florida,Furnishings
Office Supplies,United States,Matt Connell,0.7,19/03/13,CA-2011-103989,"Avery Flip-Chart Easel Binder, Black",-25.737,5,South,,33.57,Corporate,21/03/13,First Class,Florida,Binders
Office Supplies,United States,Matt Connell,0.2,19/03/13,CA-2011-103989,Avery 501,3.9852,4,South,,11.808,Corporate,21/03/13,First Class,Florida,Labels
Office Supplies,United States,Matt Connell,0.2,19/03/13,CA-2011-103989,Crate-A-Files,1.962,3,South,,26.16,Corporate,21/03/13,First Class,Florida,Storage
Technology,United States,Matt Connell,0.2,19/03/13,CA-2011-103989,"Logitech Wireless Boombox Speaker - portable - wireless, wired",53.2,2,South,,170.24,Corporate,21/03/13,First Class,Florida,Accessories
Technology,United States,Matt Connell,0.2,19/03/13,CA-2011-103989,Cisco 8x8 Inc. 6753i IP Business Phone System,28.3479,3,South,,323.976,Corporate,21/03/13,First Class,Florida,Phones
Furniture,United States,Gary McGarr,0.2,21/03/13,US-2011-155544,Global Highback Leather Tilter in Burgundy,-10.9188,3,South,,218.376,Consumer,25/03/13,Standard Class,Tennessee,Chairs
Furniture,United States,Gary McGarr,0.2,21/03/13,US-2011-155544,DAX Wood Document Frame,6.5904,3,South,,32.952,Consumer,25/03/13,Standard Class,Tennessee,Furnishings
Office Supplies,United States,Cassandra Brandow,0.2,21/03/13,CA-2011-140004,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1.2038,2,East,,7.408,Consumer,25/03/13,Standard Class,Ohio,Art
Office Supplies,United States,Cassandra Brandow,0.2,21/03/13,CA-2011-140004,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",1.5876,3,East,,6.048,Consumer,25/03/13,Standard Class,Ohio,Art
Office Supplies,United States,Gary McGarr,0.2,21/03/13,US-2011-155544,Avery 505,22.2,5,South,,59.2,Consumer,25/03/13,Standard Class,Tennessee,Labels
Office Supplies,United States,Kristen Hastings,0,21/03/13,CA-2011-163223,American Pencil,2.7028,4,South,,9.32,Corporate,25/03/13,Standard Class,Virginia,Art
Office Supplies,United States,Kristen Hastings,0,21/03/13,CA-2011-163223,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",59.0112,3,South,,122.94,Corporate,25/03/13,Standard Class,Virginia,Binders
Office Supplies,United States,Kristen Hastings,0,21/03/13,CA-2011-163223,Avery 492,6.624,5,South,,14.4,Corporate,25/03/13,Standard Class,Virginia,Labels
Office Supplies,United States,Kristen Hastings,0,21/03/13,CA-2011-163223,Xerox 1919,60.2553,3,South,,122.97,Corporate,25/03/13,Standard Class,Virginia,Paper
Office Supplies,United States,Thomas Seio,0.2,21/03/13,US-2011-107405,Tennsco Commercial Shelving,-3.8646,1,South,,16.272,Corporate,25/03/13,Standard Class,North Carolina,Storage
Technology,United States,Kristen Hastings,0,21/03/13,CA-2011-163223,Samsung Galaxy S4 Active,909.9818,7,South,,3499.93,Corporate,25/03/13,Standard Class,Virginia,Phones
Office Supplies,United States,Vivian Mathis,0,22/03/13,US-2011-129609,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",6.512,2,Central,,16.28,Consumer,22/03/13,Same Day,Indiana,Art
Furniture,United States,Beth Fritzler,0.2,22/03/13,CA-2011-148040,Office Star - Mesh Screen back chair with Vinyl seat,-35.3646,3,West,,314.352,Corporate,26/03/13,Standard Class,Arizona,Chairs
Office Supplies,United States,Craig Carroll,0.7,22/03/13,US-2011-158057,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",-5.8604,4,South,,7.644,Consumer,26/03/13,Standard Class,North Carolina,Binders
Office Supplies,United States,Craig Carroll,0.7,22/03/13,US-2011-158057,GBC Prestige Therm-A-Bind Covers,-39.4565,5,South,,51.465,Consumer,26/03/13,Standard Class,North Carolina,Binders
Office Supplies,United States,Beth Fritzler,0.2,22/03/13,CA-2011-148040,Xerox 1951,23.235,3,West,,74.352,Corporate,26/03/13,Standard Class,Arizona,Paper
Office Supplies,United States,Bruce Geld,0.2,23/03/13,CA-2011-164749,Avery 476,3.2214,3,South,,9.912,Consumer,26/03/13,First Class,Florida,Labels
Office Supplies,United States,Patrick O'Donnell,0,23/03/13,CA-2011-120838,Economy Rollaway Files,85.904,2,West,,330.4,Consumer,26/03/13,Second Class,California,Storage
Technology,United States,Patrick O'Donnell,0.2,23/03/13,CA-2011-120838,Ooma Telo VoIP Home Phone System,37.797,6,West,,604.752,Consumer,26/03/13,Second Class,California,Phones
Office Supplies,United States,Carlos Daly,0,24/03/13,CA-2011-147235,Xerox 190,11.703,5,East,,24.9,Consumer,28/03/13,Standard Class,New York,Paper
Furniture,United States,Maurice Satty,0,24/03/13,CA-2011-143637,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",14.5728,2,West,,40.48,Consumer,29/03/13,Second Class,California,Furnishings
